Gen 1:	<b>Overview</b><br><u>Gen_1:1</u>, God creates heaven and earth; <br><u>Gen_1:3</u>, the light; <br><u>Gen_1:6</u>, the firmament; <br><u>Gen_1:9</u>, separates the dry land; <br><u>Gen_1:14</u>, forms the sun, moon, and stars; <br><u>Gen_1:20</u>, fishes and fowls; <br><u>Gen_1:24</u>, cattle, wild beasts, and creeping things; <br><u>Gen_1:26</u>, creates man in his own image, blesses him; <br><u>Gen_1:29</u>, grants the fruits of the earth for food.
Gen 2:	<b>Overview</b><br><u>Gen_2:1</u>, The first Sabbath; <br><u>Gen_2:4</u>, Further particulars concerning the manner of creation; <br><u>Gen_2:8</u>, The planting of the garden of Eden, and its situation; <br><u>Gen_2:15</u>, man is placed in it; and the tree of knowledge only forbidden; <br><u>Gen_2:18</u>, The animals are named by Adam; <br><u>Gen_2:21</u>, The making of woman, and the institution of marriage.
Gen 3:	<b>Overview</b><br><u>Gen_3:1</u>, The serpent deceives Eve; <br><u>Gen_3:6</u>, Both she and Adam transgress the divine command, and fall into sin and misery; <br><u>Gen_3:8</u>, God arraigns them; <br><u>Gen_3:14</u>, The serpent is cursed; <br><u>Gen_3:15</u>, The promised seed; <br><u>Gen_3:16</u>, The punishment of mankind; <br><u>Gen_3:21</u>, Their first clothing; <br><u>Gen_3:22</u>, Their expulsion from paradise.
Gen 4:	<b>Overview</b><br><u>Gen_4:1</u>, The birth, occupation, and offering of Cain and Abel; <br><u>Gen_4:8</u>, Cain murders his brother Abel; <br><u>Gen_4:11</u>, The curse of Cain; <br><u>Gen_4:17</u>, Has a son called Enoch, and builds a city, which he calls after his name; <br><u>Gen_4:18</u>, His descendants, with Lamech and his two wives; <br><u>Gen_4:25</u>, The birth of Seth, <br><u>Gen_4:26</u>, and Enos.
Gen 5:	<b>Overview</b><br><u>Gen_5:1</u>, Recapitulation of the creation of man; <br><u>Gen_5:3</u>, The genealogy, age, and death of the patriarchs from Adam to Noah; <br><u>Gen_5:22</u>, The godliness and translation of Enoch; <br><u>Gen_5:25</u>, The birth of Noah, etc.
Gen 6:	<b>Overview</b><br><u>Gen_6:1</u>, The wickedness of the world, which provoked God's wrath, and caused the flood; <br><u>Gen_6:8</u>, Noah finds grace; <br><u>Gen_6:9</u>, His generations, etc; <br><u>Gen_6:14</u>, The order, form, dimensions, and end of the ark.
Gen 7:	<b>Overview</b><br><u>Gen_7:1</u>, Noah, with his family, and the living creatures, enter the ark, and the flood begins; <br><u>Gen_7:17</u>, The increase and continuance of the flood for forty days; <br><u>Gen_7:21</u>, All flesh is destroyed by it; <br><u>Gen_7:24</u>, Its duration.
Gen 8:	<b>Overview</b><br><u>Gen_8:1</u>, God remembers Noah, and assuages the waters; <br><u>Gen_8:4</u>, The ark rests on Ararat; <br><u>Gen_8:6</u>, Noah sends forth a raven and then a dove; <br><u>Gen_8:13</u>, Noah, being commanded, goes forth from the ark; <br><u>Gen_8:20</u>, He builds an altar, and offers sacrifice, which God accepts, and promises to curse the earth no more.
Gen 9:	<b>Overview</b><br><u>Gen_9:1</u>, God blesses Noah and his sons, and grants them flesh for food; <br><u>Gen_9:4</u>, Blood and murder are forbidden; <br><u>Gen_9:8</u>, God's covenant, of which the rainbow was constituted a pledge; <br><u>Gen_9:18</u>, Noah's family replenish the world; <br><u>Gen_9:20</u>, Noah plants a vineyard; <br><u>Gen_9:21</u>, Is drunken, and mocked by his son; <br><u>Gen_9:25</u>, Curses Canaan; <br><u>Gen_9:26</u>, Blesses Shem; <br><u>Gen_9:27</u>, Prays for Japheth, and dies.
Gen 10:	<b>Overview</b><br><u>Gen_10:1</u>, The generations of Noah; <br><u>Gen_10:2</u>, Japheth; <br><u>Gen_10:6</u>, Ham; <br><u>Gen_10:8</u>, Nimrod the first monarch, and the descendants of Canaan; <br><u>Gen_10:21</u>, The sons of Shem.
